pair_index,forward_seed,adjoint_seed,R_F,sigma_F,RE_F,R_A,sigma_A,RE_A,z,pass_abs_z_le_3
1,101,103,0.25084,0.00586614424,0.023386,0.24456,0.01177580856,0.048151,0.4773473875318136,True
