case,seed,mode,response,sigma,relative_error,tally_sha256
unbiased,1,forward,51.99748353750474,0.8579136486467492,0.01649913784823747,d16083ed307421becdd780ab6e2391727af24bbee6dc64dbf58dd49c87efd16e
unbiased,1,adjoint,50.152,1.5561162560000001,0.031028000000000003,e88b9d4dec449c9aa7049625ea5f2a86288ee44410c848b5e4642c6057139fe2
biased,1,forward,51.99748353750474,0.8579136486467492,0.01649913784823747,d16083ed307421becdd780ab6e2391727af24bbee6dc64dbf58dd49c87efd16e
biased,1,adjoint,49.843,2.461795613,0.049391,0535e6c30da4cbec3d344fe9034692fd1045f20aef7f2ac50bfe5c5e59789a8c
