experiment_id,method_id,replicate_id,history_mode,one_shot,n_particles_train_actual,n_final_actual,n_batch_final,final_detector_flux,final_response_mean,final_detector_re,time_final_transport,time_algorithm_total,final_transport_fom,final_e2e_fom,best_iter,manifest_hash,source_h5,response_se
A1_ONE_SHOT_r0,A1_ONE_SHOT,0,cumulative,1,20000,200000,20,0.0,0.0,1.0,2.321406409959309,12.347002575057559,0.43077334313793364,0.0809913170359356,-1,e1dde59d46388cb4f457e317be3e2683dcf5a748eb7385ea9d1e18e915974d86,results/task08_corrected/A1_ONE_SHOT_r0/result.h5,0.0
A2_CURRENT_ONLY_r0,A2_CURRENT_ONLY,0,current_only,0,20000,200000,20,0.0,0.0,1.0,2.3533649400342256,30.26541159604676,0.4249234714890657,0.03304101769197876,-1,c3d854edc2c406d5de8320686d54e291f83355fab339762c3138da5675e0e451,results/task08_corrected/A2_CURRENT_ONLY_r0/result.h5,0.0
J0_ANALOG_r0,J0_ANALOG,0,none,,,200000,20,0.016772691873268523,1.6772691873268522e-18,0.9270059419719583,0.9558614289853722,0.9558614289853722,1.2174188640079644,1.2174188640079644,,8caa502d8c6b07294e4c457d881e92567f53bb6a56350150441e744d392df1a8,results/task08_corrected/J0_ANALOG_r0/result.h5,1.5548385029384696e-18
J1_EXP_WW_r0,J1_EXP_WW,0,none,,,200000,20,0.0,0.0,1.0,7.313769712927751,7.313769712927751,0.13672839578643137,0.13672839578643137,,d1ee7db8c725368f11620e7e156283ccdc05993c8a05e9326d9181a3f3b131d6,results/task08_corrected/J1_EXP_WW_r0/result.h5,0.0
J5_PRIOR_PINN_r0,J5_PRIOR_PINN,0,cumulative,0,20000,200000,20,0.0,0.0,1.0,2.4255331370513886,29.98403884493746,0.4122804940177626,0.033351077390591136,-1,11af5fe437b92db1839135fc53bd864c3507f3ca3d99d17dd5f62ebc4bc62ef4,results/task08_corrected/J5_PRIOR_PINN_r0/result.h5,0.0
